Column1,Column2
2:43 주차도 거지처럼 해놨네,1
26살ㄷㄷㄷㄷㄷㄷ,1
"명차등급표
1티어 파가니-부가티-맥라렌
2티어 포르쉐-페라리-람보르기니
3티어 BMW-벤츠-아우디",1
2:19 차 소리 튜닝 진짜 개ㅈ같고 개민폐인데 왜쳐하는지  모르겠네,1
월 200받는다는 사람 아무것도 안하는데 200받는다는건 아버지 회사에서 직함 하나주고 진짜 아무것도 안하고 월급만 받아간다는거같은데 저사람도 최소 은수저 아닌가요,1
"금수저분 용기 있으시네 얼굴까고 나오고 
근데 카푸어는 보여지는게 중요하다고 꿀리는거 없는데 얼굴은 왜 모자이크일까..",1
그게 재벌이지 ㅋㅋㅋㅋ,1
카푸어 배기음 자랑하는거 꼴배기 싫다 진짜,1
카푸어가 무리해서 비싼차 타서 뭐 피해준거 있음? 자기가 알아서 하겠지,1
자수성가와 졸부의 차이가 뭐지?,1
"중산층 = 자산 300억....
그럼 난...??",1
길거리에 외제차가 많아져서 진짜 궁금했어요 ㅋ  어느정도 해소되었네요 ㅋ,1
"진짜부유하면
얼굴안까지.",1
200백으로 환장하긋네,1
진짜 더도 말고 덜도 말고 딱 150억만 있으면 좋겠다...,1
재뻘은 틀리네,1
"이왕 사는거 멋있게 살자라면서?
지금 그게 멋있다고 생각한다는건데  모자이크를 왜했겠어요.
창피한거잖아",1
한강에 있는 벤치 몇갠지 세어주세요,1
이제 형도 타야지,1
2분44초부터 시작해서 주차해놓은 꼬라지 + 클러치백 반바지 슬리퍼 세박자를 다 갖췄다,1
"부동산자산이300억이
차가 차지하는 비율이 1%인데
월급200이 신차6~7000
레버리지몇배냐?ㅋㅋ",1
"Bmw=허세충
ㄹㅇ 과학이다",1
차살돈으로 성형하고 운동을하자 왜 하나같이 카푸어는 외관이 다 하자냐,1
뭐? 중산층? 약올리냐?,1
진짜 저런 부유한 젊은이도 있구나,1
좋은차도 아니고 캠핑카 사고싶었는데 영어유치원이 월 백오십이라네ㅠ,1
300억 중산층..ㅋ...ㅋㅋ...,1
"개인 순자산 300억이 중산층이라고??
중산층이 다 나가죽었나;;;
집포함 순자산 20~30억만 있어도 중산층은 될텐데 ㅡㅡ",1
이거랑 비슷하게 카푸어 말고 로또 당첨되도 못사는 30억 이상 하는 집에 거주하는 사람들은 어떻게 성공한건지 궁금함,1
오늘 진용진님 표정이 너무 웃기네,1
5:37 killing point,1
본인은 카푸어라고 생각하지 않는다는데 카푸어라고 자막 달았... ㅋㅋㅋㅋ,1
욜로욜로하다가 골로간다,1
3:23 아무도 멋있다고 생각 안하는게 함정,1
ㅋㅋㅋ차가격물어보면 신차가로 치면...ㅋㅋㅋㅋ,1
3:31저흰 이걸 카푸어라 하기로 했습니다,1
재벌님 재벌님이 중산층이면 저희는 뭐가 됩니까…,1
카푸어 만났을때 표정이랑 재벌만났을때 용진이형 표정이 차이가 확연함ㅋㅋㅋㅋㅋㅋ예의도 재벌이 훨씬있는것같고..,1
어 ..민호야 엊그제연락했는데…ㅋㅋㅋㅋ,1
개인적으로 부동산포함20억이상이면 중상층인거 같음,1
ㅋㅋㅋ2500억 ㅋㅋㅋㅋㅋ,1
우리가 돈이 없지 가오가 없냐,1
"멋지게 살자……

겉멋……



멋지게 살자…….

인품……",1
벌이도 안좋으면서 외제차 타는거는 엄마 뒤진거 말고는 설명할 방법이 없는데,1
솔직히 카푸어가 자기 카푸어 아니라고 하는건 본래 좀 화려하게 보이고 싶어하는 사람들이니까 이해하는데 골프장가지고 있으면서 중산층이라고 하는 재벌은 진짜 너무 기만 아니냐,1
난 튜닝 그 소리 ㅈㄴ 시끄러워서 간지고 뭐고 걍 들을때 짜증만 나던데..,1
"문 2짝 2인승 스포츠카타는 카푸어는없습니다.

유지비가 심각하거든요 ㅋㅋ",1
자기 능력보다 무리해서 차 끌고다니는 사람들..  뭐 자기 인생이니 응원까지는 못해도 욕할생각은 1도 없다.  남한테 피해주는것도 아니니 자기 소신대로 살거라,1
품위 유지비ㅋㅋㅋ...,1
개인자산만 300억 ㄷㄷ,1
저는 거지였군요 ㅎㅎㅎㅎㅎㅎㅎ,1
세상 젤 미련해 보이는게  자동차 가지고 부를 과시하는 사람들,1
내일 죽어도 후회 없이 살자.. 딱 맞네,1
"나는 차가 없다.
회사 법인차량...엉뜨, 손뜨도 없고 타이어 휠도 깡통휠, 한겨울에 히터로 의존해서 다니지만 이 회사 법인차량이 내 발이 되어준다....나는 이것에 만족한다",1
내 드림카 포르쉐 911인데 앞에분과는 다르게 살아야겠다..,1
"ㅋㅋㅋㅋ댓글 찐들 많네
지금 200이지 나중에 아버지회사가 쟤 회사되는건 생각못하네ㅋㅋㅋㅋ
뭘해도 될 놈이다ㅋㅋ 평생 중고차타면서 고만고만한 회사가서 고만고만한 와이프랑 고만고만한 집에서 살새끼들이 훈수두는거 역겹노…",1
겸-손 그 자체..벼는 익을수록 고개를 숙인다는 말 틀린게 하나 없네요,1
스스로 인생난이도를 높이는 삶,1
카푸어랑 전혀 다를거 없는 인생을 살아가는 애들이 댓글에 훈수두는게 웃기네ㅋㅋ,1
바이브가 다르긴하네....,1
중산층이라 말하지 말자. 상위1%와 하위1%만 있는 세상.,1
왜 파괴된 중고차가 아니죠,1
스포츠카는 나이들어서 타도 간지납니다ㅋㅋbbb,1
2:42 주차 꽤 극혐이네,1
난 스파크인데도 카푸어인데..킹받네 갑자기,1
지하주차장에서 악셀 저따구로 밟는거 차 부셔버리고싶네,1
저거 인터뷰하려고 제주도까지간 진용진도 대단하네ㅋㅋ,1
용진이형 너무 겸손하네 ㅋㅋㅋ 용진이형 정도면 그래도 50억따리 이상일텐데,1
"멋지게 살고 싶어서 카푸어 ㅇㅈ 근데 … 자기가 벌어서 하자…,,…. 부모 등골 빼먹으면서 하지 말고…",1
4:25 스스로 말하는 중산층 특 : 개씹 갑부고 진짜 중산층들이랑 비교도 안되게 잘사는 금수저들 (근데 사실 본인들도 개씹 부자인걸 알고 사는...),1
카푸어는 뭐든 남에게 피해안주고 자기의 삶을 관철하면서 살면 되는거지. 멋지네,1
탈세 문제 있는 사람도 있음,1
대출 땡겨서 집 대신 스포츠카 있는 사람이 대부분이겠지 재벌은 소수라..,1
1:50  4:00 인사 각도와 톤의 차이ㅋㅋㅋ,1
4:24 **련아,1
ㅅㅂ품위유지비래 ㅋㅋㅋ,1
시대에서 속도 안줄이고 ㅈ가오 잡는 무뇌아들 욕하길 잘했네,1
아ㅋㅋ나만 중고차딜러님 이시언배우님 닮으신거 같냐고ㅋㅋㅋㅋ,1
"나이가들어서 스포츠카를 못타니까
무리해서 어릴때 타는것보다
나이가들어서 롤스로이스를 타는게 정말 멋진삶이 아닐까싶다.",1
그냥시발 금수저집안에잘태어나야하네 인생조옷같다,1
중산층 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 실화임?,1
실제로 카푸어인데 카푸어라고 생각 안하는 척ㅋㅋㅋㅋ,1
"진짜 중산층은 마법의 단어다
존나 넓어 월 600직장인부터 300억 자산가도
다 중산층이래 ㅋㅋㅋㅋㅋ",1
멋지게 살자! ㅋ,1
심리학적으로.. 모든 분들이 그런건 아니지만 카푸어분들이 비싼차 타면서 품위유지(?) 하는 이유는 아들러심리학에서 ‘열등감’을 감추기 위한 수단이지 않을까 조심스럽게 추측해봅니다!,1
놀라는 척은  진용진도 사면사지,1
"중고차 딜러가 구매자 직업이나 연봉을 어찌알어
약파네-_-",1
모자이크 벰베 약간 주작냄새...나는건 나뿐인가,1
카푸어도 능력이라 생각함,1
3:25 신념이 이렇게 무서운 것,1
2500  ㄷㄷ,1
물려받을돈이 10억만되도 걍 쌥금수저야,1
젊을때 빠싹 비싼거 누리고 정신 차리는것도 나쁘지 않아요~~~나쁜 일로 돈 벌지만 맙시다,1
두번째 나오신분이 진짜 찐이네요. 저런분들이 어디가서 있는티도 안냄ㅡㅡ 저정도집 딸이면 결혼정보회사 1~2등급 최상위 집안. 저런분들 보면서 열심히 살게되네요.,1
카푸어님 목소리 좋으세요 ㅋ,1
스포츠카 끌고다니는 형광색 반바지입은 문신충들  보면 대부분이 영업직이던데 ㅋㅋ,1
저런 카푸어를 금수저 라고 믿고 결혼하시는분들 님들도 무지성임 누굴 탓하겠어요.,1
주변에 코인으로 30억 이상 번 사람들 전부다 스포츠카 사던데 …ㅋㅋㅋ,1
주변에서 카푸어라고 알아보는 순간 동경의 눈빛에서 동정의 눈빛으로 바끰,1
"왜 이렇게 오지랖이랑 훈수가 많지?솔직히 저렇게 차에 과도하게 쓰는게 안좋은건 맞지만,남한테 민폐는 아니니까 너무 뭐라 안하는게 좋을듯",1
카푸어든 하우스푸어든 능력껏 하면 됨...,1
저기나온 재벌보다 진용진이 더 잘벌고있을수도 있음 ㅋㅋㅋㅋㅋㅋㅋ,1
3:33 카푸어 아니라는데 자막에는 카푸어라고 해놨네 ㅋㅋㅋㅋㅋ,1
"아버지밑에서 조그마한 사업도 아니고 
조그마한 사무직은 뭐냐 ㅋㅋㅋ 
허세가 베인거같은데",1
주민호씨인데 나는 왜 주호민이 생각나지?,1
"ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ,오늘도 꿀잼 입니다.",1
3:24 하나도 안멋짐..,1
'아버지 밑'에서 사무직이면 카푸어는 아니지 않나...ㅋㅋㅋ,1
한번 사는데 멋있게 살자 멋있는 말인데 진짜 멋있는게 무엇인지 알고 멋있게 사는 것이 좋겠다,1
굴릴수야 있지.. 근데 나중에 사고나거나 큰돈 들어갈때 문제지 ㅋㅋㅋㅋㅋ,1
근데 진용진도 재벌에 버금가는 수익 볼듯,1
두번째분 완벽하시네요 부럽 ..,1
멋있다 한번 사는거 멋있게 살자라…진짜 멋있다,1
형 형도 탈수있잖아 왜 부러운척해,1
이야~근데 카푸어애들 말도 일리가 있는게 ㅋㅋ 나중에 나이 50 넘어서 여유좀 생겨서 스포츠카 끄는거랑 20대때 무리해서 스포츠카 끄는거랑 기분도 주변시선도 모든게 차원이 다르긴할듯 젊을때나 타야 간지나고 기분째지지 나중에 다 늙어서 타면 승차감 구려서 별로일듯,1
5:58 스포츠카는 젊을 때 타야지 라는 말은  다른 유투버가 매일 하는 말인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  가스라이팅 오졌다,1
금수저맞구만,1
3:41 네?,1
"근데 카푸어를 욕할수 없는 현실인게 아무리 피똥싸게 열심히 살고 오지게 80평생을 모아봤자(특정재능없고 평범하다는 가정하에) 20대금수저 아들한테 비빌수조차 없으니 걍꼴리는대로 사는것도 틀린게 아닌것같네요
남한테 피해안주는 선에서 제멋에 사는게 맞다는걸 느낌",1
첫번째 카푸어 진짜... 철 좀 들어라.. 목소리 까는거부터 허세가 가득한데 부모님 진짜 피눈물 난다 ㅠㅠ,1
장난까나 중상층이 300억대냐 진짜줘패고싶내,1
자산300억이 중산층 ㅇㅈㄹ...,1
지 스스로 중산층 아닌거 알면서 중산층 ㅇㅈㄹ 겸손도 과하면 놀리는거랑 다를게 없다,1
요즘은 코인같은걸로 졸부된 사람들이 꽤 있어서 그런사람들인줄 알았는데 그런사람들은 영상에 안나왔넹,1
그룹자산 2500억 중산층 ㄷㄷ,1
카푸어는 자기가 카푸어라고 생각 안했는데 댓글들 보면서 어떤 기분일까ㅋㅋㅋ,1
"옛날에 드라마 같은거 보면 재벌을 재수없고
교육 못받은 싸가지로 표현했지만
성인이되고 인생을 계속 살아가면서 느끼지만
부자들은 자식교육도 남다르다
잘사는집 애들은 겸손함은 기본이고 인성까지 좋더라
애매하거나 못사는 애들이 허세부리는 경우가 많았음",1
지금 간지난다고 생각하네,1
"근데 허세든 아니든 한 번 사는 자기 인생
나중에 사야지 나중에 사야지 하면서 평생 못타보는 것보단 나은 듯 ㅋㅋ",1
오늘의 결론 =진용진이 더 잘번다,1
"와; 처음에 나오는 사람은 다른 사람들이 싫어하는 조건 다 갖췄네ㅋㅋㅋㅋ
튜닝해서 시끄럽게 소리 나는 차 + 남자 클러치백 + 허세 + 할 줄 아는 거 없어서 부모님 등골 빼먹기
ㅎㅎㅎ",1
진짜 여유자체가 다르네 부자들은ㅋㅋㅋㅋㅋ 하..,1
자산이랑 재산은 다른 개념입니다. 하늘과 땅차이. 2500억ㅇ니라고해서 저게 다 저사람 돈이 아님.,1
"카푸어도   젊을때   해보지
그냥  그래도   젊을때   사고  싶은거   사는게  
좋죠
적금할분  적금하고
투자할분  투자하고
술로  다  날리거나  도박으로  다  날리는  분들보다는  괜찬다고봄",1
개현타오네…,1
난 내 계좌에 30000원있어 치킨먹고도 남음 헤헤,1
카푸어 아닌 긍정적마인드는 좋은데 주차는잘 못하시나봐요,1
베라크루즈 영원히 ##~~~!!!,1
진용진도 맘먹으면 스포츠카 사지않나 윾튜브가 월8천 벌었는데 200만 유튜버면 월 1억5천벌지 않을까,1
4:25 중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?중산층이라고?,1
그냥 재벌이라고 답해주세요.. 아무리 주변에 ~기업 아들 이런 분들이 많아서 자신이 중산층으로 보인다고 해도.. 저정도가 중산층이면 난 흙수저가 아니라 수저가 없는 수준인데..,1
인생이 불행해졌다,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
300억인데 저차면 너무 검소한거지,1
카푸어 주제 품위 유지비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그래 뭐 어차피 돈모와서 서울에 아파트 하나 못사는데 저렇게 사는것도 나쁘진 않다봄,1
민호야. 중산층? 혼난다?,1
2:41 차 한 번 ㅈ같이 대놨네,1
썸네일에 저년은 저게 멋지다고 생각하겠지,1
그 돈이 중산층이면 난 아프리카 난민인가....,1
"차욕심은 누구나있을수있고
젊을때 잠깐 즐기기좋지만
나이먹으면 그때 그돈모아서
집살때 보태는건데 라는후회
정도는 할수도 있지않을까요
자기만족이면...",1
2:42 주차  꼬라지 보소? 인터뷰 끝나고 제대로 했겠지?,1
주호민이라는줄 알았네,1
마트에서 장난으로 쇼핑카트에 속도붙이고 매달려서 가는 경우가 있잖아요 그럼 그 쇼핑카트는 대충 몇키로까지 버틸수 있는지 궁금합니다,1
F바디 520d.. 끄덕,1
두번째분은 검소하시네요,1
"와 진짜 생각없이 미래 계획도 없이 사네. 사람이 돈을 버는 이유는 지금 당장 못 먹고 살아서 그런 게 아니라 내 몸으로 일을 더 이상 할 수 없을 때를 대비해서 모아두고 미래를 계획하며 살아가는건데 200 버는데 60을 차값으로 쓰면 아무 생각이 없는 수준 아닌가 ㅋㅋㅋㅋㅋㅋ 나이 70에 리어카를 끌지 캐리어를 끌지는 나이 30 떄 마인드에 따라 정해지는 겁니다.

개인 자유니까 뭐 여기까지만 말하겠지만 참.. 안쓰럽네요.",1
저사람 바이럴같은데 제대로 알아보고 만난거 맞음?,1
2500억 중산층 ㅋㅋㅋㅋㅋ 기준이 화성 거주인인가,1
아버지 밑에서 일한다 이거부터 넘사벽,1
재범달려형 섭외해야지,1
4:37 용진이 표정ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 리얼하네,1
우와 진짜 평소에 젤 궁금했던거ㅋㅋㅋ코인으로 졸부 됐는가 싶었는데ㅋㅋㅋ,1
"재벌 : 겸손
푸어 : 허세

참 많은 생각이 든다ㅋㅋㅋ",1
중산층드립...뷰럽당..,1
"쥐뿔도 없는카푸어들을 보고
꼴갑을 떤다고 하지",1
클러치백은 그냥 과학임,1
그래 카푸어 지 맘이지...... 하지만 난 내돈에 맞게 살란다,1
저 사람이 중산층이면...,1
이런말 하면 안되는데 조금 별루다 카푸어는 진짜,1
중산층이래 ㅋㅋ,1
1억 얼마짜리를 막 타는 차라고요?호달달,1
중산층 ㅇㅈㄹ ㅋㅋ,1
지우개를 맨 바닥에 사용해서 다 지우개 똥으로 만든후 그 지우개똥을 다 합치면 원래 지우개랑 똑같이 되는지 궁금해요,1
카푸어지만 카푸어 아니라고 정신 승리하면서 인터뷰하는 모습이 대단하네요.,1
2:43 주차 꼬라지부터 화난다,1
모작처리한걸보면 그래도 쪽 팔리는거는 아는가보네~ ㅋㅋㅋ,1
"용진이형은 아반떼 타는데…
좋은거좀 탑시다 ㅋㅋㅋㅋ",1
막타는차 ㅋㅋ,1
뒤에 나온 분이 오히려 겸손해 보이네ㅋㅋㅋㅋㅋ,1
E250 주변에 타고 다니는 사람 봤는데 월급의 90%를 차값으로 낸다고 함,1
"자신을 중산층이라하는게 겸손이아니라
난 ""아직배고프다""로 들려서 무섭다..ㄷㄷㄷ",1
"일본 속담에 돼지목에 진주목걸이라는 말이 있다...

돼지목에 진주가걸려있으면 그 돼지가 멋있어보일까?

착각속에사는인간들이 너무 많다",1
bmw 4시리즈 차주 너무 지인 섭외 느낌쓰..... 지가 아무리 카푸어라 해도 진용진이 인터뷰 따면 뻔히 전파력 알텐데 저렇게 말할까 싶음ㅎㅎ,1
중산층이 부동산 300억 ㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠㅠㅠㅠ,1
영상특: 어떤 놈들인지 알지만 들어옴,1
저 사람은 중산층 뜻이 뭔지 모르나 ㅋㅋ,1
앞에 나온분도 뒤에나온분에 비해서 규모가 작은거지 어느정도 비빌데는 있으신거같고 ㄹㅇ 찐 카푸어들이 궁금한데 이런데는 절대 안나오겠지,1
중파님 나올까 기대했는데…ㄲㅂ ㅋㅋㅋㅋ,1
마인드자체가 저렴하네 본인 능력을 키우면 명성은 따라오는건데,1
300억이 중산층...??,1
"3:32 카푸어:아니요 저는 카푸어라고 생각하지 않습니다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
나이들어서 정장 쫘악 패입고 흰머리 가득한 할배가 스포츠카 타면 더 멋있을꺼 같은데..,1
5:38 오와=오억 ㅋㅋ루삥뽕,1
2500억에 진용진 표정 일그러지는거 ㅈㄴ웃기네ㅋㅋㅋㅋㅋㅋ,1
관리 잘한 60대가 백발에 핏한 수트입고 포르쉐에서 내리면 어찌나 개멋지던지,1
오늘 키포인트 : 재벌 자산 듣고 놀라는 진용진 표정,1
첫번째 카푸어라고 나왔는데 아버지 회시및에서 사무직한다는거보니 카푸어는 아니네,1
"사람마다 가치관은 다르니깐요 ㅋㅋㅋ 저는 돈 모으는 재미로 살고 있고, 26살 순자산 4억 모았습니다",1
26살 300억  ㅡㅡㅋㅋㅋㅋ,1
품위유지비에 돈을 쓰는게 신기하네 ㅋㅋ 월 200따리가 외제차끄는데 품위가어딨노,1
레인지로버가 막타는차...,1
"그 말은 일리가 있네..
20대가 타야 멋이지...
중년이 스포츠카 타봐야...",1
자산이 300억인거 생각해서 차 보면 저건 엄청 소박하다,1
300억이 중산층 ㅋㅋ,1
"튜닝하면 카푸어, 그냥 차가 깔끔하면 금수저",1
"길에서 스포츠카 부릉부릉 시끄럽게 하는 사람들 잘 들어요









친하게 지내요 우리",1
"카푸어 금수저인거 모르고 말하는 것만 봐도 두사람이 같은 부류로는 안보임
앞사람은 허세 그득하고 가볍고 날아다니는 말투라 진중함 고급스러움 분위기 1도 없음 속된 말로 싼티나는 말투
뒷사람은 나이가 안믿기게 기업인처럼 단어나 표현에 신중하려고 하는게 보이고 차분하고 말끝도 안흐리고 진중함
자산이 300억인데 본인이 중산층 훨씬 이상인거 왜모르겠음 다 아는데 어디가서 나대지말고 자랑하지말고 허튼말 하지말라고 가정교육 받았겠지 
앞사람은 그런교육 못받고 자기말대로 한번사는인생 막 살고 막 자란 사람으로 보임",1
ㅇ,1
재벌이 돈 많이 쓰는 이유: 세금 때문,1
54:45:00,1
와... 지금까지 카푸어 분들중에 가장 솔직 담백한 분 이네요... 꾸밈과 거짓없이 너무 솔직하심... 어쩌면 베베꼬인 꼬름한 일반인보다 더 깨끗한거같은;; 너무 예상과는 다른 이미지라 혼란스러울 정도 ㅋㅋㅋ,1
허세로 가득허니까 모자이크했겠지 ㅋㅋㅋㅋ,1
낼 죽어도 후회없이 살자 는 마인드라 하셨는데 개인적인 생각으론 낼 안죽으면 후회할..수..도..?있지 않을까하네요,1
"이거는 진짜  진용진이 인터뷰 했으면 좋겠음 ㅡ bj들이 디진다돈가스 큰거시키고 시간제한으로 먹기도전 
실패하고  남은 돈가스는 왜 못가져가는 지.. 궁금함

다른 가게는 먹다가 남으면 포장해서 가져가도 되고.. 음식점은 음식쓰레기 안생기고 좋을텐데 .,. 디진다돈가스는 남은거 못 가져가고 그냥 다 버리면 낭비가 아닐까여? 음식쓰레기도 많이 생기고, 남긴거 재사용의심 하는 사람들도 있고",1
월급200따리 진짜 ㅋㅋㅋㅋ 카푸어양카의 정석이다ㅋㅋㅋ 비교체험오지네,1
2:10,1
마지막 진짜 멋있네,1
"근데 인터뷰 하면서 중고차 딜러라 말투가 네에~ 목소리 굵어갖고 이어폰끼고
스타일보소 사이즈 나온다
까려는건 아닌데 그렇게 되버렸네",1
진용진! 당신도 살수있잔어!,1
그냥 금수저 이거나 투식이나 코인해서 성공했거나 불법했거나 대부분일듯 간혹 자수성가 로 큰성공한 회사 어린대표 라고 하더라도 스포츠카 구입하는사람 상위몇프로 일것같음,1
카푸어특:중고로 사놓고 신차값 말함 ㅋㅋㅋㅋㅋ,1
자기는 카푸어가 아니라고 하는데 자막에 버젓이 카푸어라 다는게 킬링포인트 🤣🤣🤣🤣,1
수능하루전 밥먹으면서 보기 좋은 영상,1
3:20 당장 내일 죽어도 후회없는 분들 내일 죽어도 진짜 괜찮은지 궁금해요.,1
레인지로버를 막 타다니.. 역시..,1
돈 많으신분은 보유차가 자신대비 비싼편은 아니신듯,1
후회없이 ㅈ대로 살자보단 남에게 피해주지 말고 사십쇼 ㅈ창인생님들,1
"저도 스포츠카 오래 타서 타는 분들을 많이 봐왔는데 부모님 찬스, 아니면 영끌 카푸어, 아니면 어린데 빨리 성공한 경우 이정도임.",1
카푸어가 뭐에요?,1
4:31 ??? : 저는 재벌이 아닙니다.,1
카푸어 품위유지비 지출 있다는 이야기가 ㄹㅇ 개웃기네ㅋㅋㅋㅋ,1
"카푸어 × 노년기 : 아... 젋을때 좀 멋지게 놀아놓을껄... 하루하루가 덧없네....애들아 너희들은 젊어서 공부만 하지 말고 좀 놀고 그래라...

카푸어 ㅇ 노년기 : 아 ㅅㅂ ... 젋을 때 내가 왜 놀았을까...ㅅㅂ 하루하루가 좆같네...애들아 정신차리고 좆잡고 공부해라 공부안하면 사람대접 못받는다 ㅅㅂ",1
개인자산만 300억에 그룹재산합치면 2700억이 중산층이라니 난 나름 내가 중상층이라 생각하고살았는데 개걸뱅이였네.. 씨불ㅠ,1
역시,1
"도산대로 가면 보이는 svj나 812 차주분들은 찐 부자겠죠?
가장 궁금한건 라페라리 아페르타 차주분이네요",1
"3:32 카푸어: 저는 카푸어라고 생각하지 않습니다
ㅋㅋㅋㅋㅋㅋㅋㅋ",1
언제부터 300억 자산에 차 2대합쳐서 2억넘는게 중산층이였냐 시발 빼앗긴 가난이다,1
