,textDisplay,textOriginal,authorDisplayName,publishedAt,likeCount,authorProfileImageUrl,predict
393,이것두 재밌넹,이것두 재밌넹,데구르르,2019-10-30T17:08:29Z,0,https://yt3.ggpht.com/ytc/AKedOLS4xhpps_lMl6Xg9fHguWgy_OOncrpLqdMBsg=s48-c-k-c0x00ffffff-no-rj,good_feedback
394,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=3m08s"">3:08</a>",3:08,파란장미,2019-10-30T17:05:10Z,1,https://yt3.ggpht.com/ytc/AKedOLSA6Zx15rTdy2YUabC9Lar0PeTVb9UNj2aHi60A=s48-c-k-c0x00ffffff-no-rj,good_feedback
395,자극적이지 않은 퓨어한 콘텐츠네요ㅎㅎ  내가 다 뿌듯한 기분ㅎㅎ! 좋은 영상 감사해요!!,자극적이지 않은 퓨어한 콘텐츠네요ㅎㅎ  내가 다 뿌듯한 기분ㅎㅎ! 좋은 영상 감사해요!!,송은아,2019-10-30T17:01:50Z,0,https://yt3.ggpht.com/ytc/AKedOLTdCNoAT-7_QaLEtPI1ZmoKmDgt9cuyGWxEGwY5sg=s48-c-k-c0x00ffffff-no-rj,good_feedback
396,베이시스트분 코스프레 다른 영상에서도 봤었는데 이분이셨네요 ㅋㅋ,베이시스트분 코스프레 다른 영상에서도 봤었는데 이분이셨네요 ㅋㅋ,hhh h,2019-10-30T17:00:30Z,0,https://yt3.ggpht.com/ytc/AKedOLRRCgi-KfIuG3oIJrwD0gDWJawyJKLW3fSoFQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
397,형ㅌㅋㅋㅋㅋㅋㅋㅋ 재밌다 그는 커여운. 나는 그의 큰 팬이다.,형ㅌㅋㅋㅋㅋㅋㅋㅋ 재밌다 그는 커여운. 나는 그의 큰 팬이다.,GoGo,2019-10-30T16:53:13Z,0,https://yt3.ggpht.com/ytc/AKedOLQdObIghmR0d-jvVSNgtfy_QraOILbtNF5azw_PNFwQFTZ3AcM5Pwi-VPePAXEC=s48-c-k-c0x00ffffff-no-rj,good_feedback
398,스피릿ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,스피릿ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김정현,2019-10-30T16:45:03Z,0,https://yt3.ggpht.com/ytc/AKedOLQyq2fwFbCoxEWdraII6h8tmDrD1nC4EPpbWQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
399,저기 어디지...,저기 어디지...,Coral Lovell,2019-10-30T16:42:52Z,0,https://yt3.ggpht.com/ytc/AKedOLQv9t3-DAVaYE1VBXEHzM7Skudhz4HlB-hkErBr=s48-c-k-c0x00ffffff-no-rj,good_feedback
400,할로윈테마 나올때 마이클 마이어스 나오는줄알았다ㅋㅋㅋ^^,할로윈테마 나올때 마이클 마이어스 나오는줄알았다ㅋㅋㅋ^^,유재석,2019-10-30T16:36:07Z,0,https://yt3.ggpht.com/ytc/AKedOLTYEGoLEyhpTSmO3OardpNRp_iNuKShuk-iCw=s48-c-k-c0x00ffffff-no-rj,good_feedback
401,궁금한게 있어요.<br>명품관 및 하이앤드브랜드 판매자들은 옷을 사서입고 있는건가요 아니면 그 브랜드에서 홍보차 제공해주는건가요??,"궁금한게 있어요.
명품관 및 하이앤드브랜드 판매자들은 옷을 사서입고 있는건가요 아니면 그 브랜드에서 홍보차 제공해주는건가요??",성욱강,2019-10-30T16:34:24Z,1,https://yt3.ggpht.com/ytc/AKedOLQ1Ib2sW1M2YlHEGx4qFpjPm6bMCZTvQLG1kD_M=s48-c-k-c0x00ffffff-no-rj,contents
402,진짜 무서운 폐가에서 하루 캠핑하면 어떤일이 생기는지 알고 싶어요.<br>전자 기계가 말을 안듣는다던지<br>가위에 눌리거나 이상한 소리가 난다던지 등등 폐가가 정말 미스테리한 곳인지 알고 싶어요!,"진짜 무서운 폐가에서 하루 캠핑하면 어떤일이 생기는지 알고 싶어요.
전자 기계가 말을 안듣는다던지
가위에 눌리거나 이상한 소리가 난다던지 등등 폐가가 정말 미스테리한 곳인지 알고 싶어요!",Google Playboy,2019-10-30T16:31:31Z,0,https://yt3.ggpht.com/ytc/AKedOLQrJYTx_38p6ogX9nyaCiyRJkOlgy9Gk8SDYwtfjA=s48-c-k-c0x00ffffff-no-rj,contents
403,진용진 이제 월 몇천씩 벌고 빚도 다 상환했을텐데 갑부컨셉으로 영상 하나만좀ㅇㅇ,진용진 이제 월 몇천씩 벌고 빚도 다 상환했을텐데 갑부컨셉으로 영상 하나만좀ㅇㅇ,Jinwoo Kwon,2019-10-30T16:30:43Z,0,https://yt3.ggpht.com/ytc/AKedOLSJ97k7SGB7lxiIbgvwEOlAvk3rqXvrli3Eyx-b7Q=s48-c-k-c0x00ffffff-no-rj,good_feedback
404,핵인싸여 완전...,핵인싸여 완전...,dlrkr2004,2019-10-30T16:30:24Z,0,https://yt3.ggpht.com/ytc/AKedOLT9RvNsP4hU4Ejp5hOX31XuqL_3APKhAHLRrA=s48-c-k-c0x00ffffff-no-rj,good_feedback
405,굿~~좝!!,굿~~좝!!,속타바쓰,2019-10-30T16:28:51Z,0,https://yt3.ggpht.com/ytc/AKedOLSa_AlCA1WQiqMQfcf89mvo5Or_ERraMIkKAYYYfQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
406,아...아니 내가 왜 이렇게 부끄럽지,아...아니 내가 왜 이렇게 부끄럽지,희나,2019-10-30T16:28:42Z,0,https://yt3.ggpht.com/ytc/AKedOLQ3u1fFGjIQ5gGaeQ-gADCpSD2OaAFpnbl1_tqnEA=s48-c-k-c0x00ffffff-no-rj,good_feedback
407,오 드디어 돠드림이다,오 드디어 돠드림이다,이준형,2019-10-30T16:24:38Z,0,https://yt3.ggpht.com/ytc/AKedOLQvdUxary_PBz3kGZkwlo0NktBF3_Wj3cezOBAA3w=s48-c-k-c0x00ffffff-no-rj,good_feedback
408,"홍대로 출근하고 신촌에 삽니다. 경의선 숲길에서 처음 홍보하는 장면 나오는데 후에는 연대 앞에서 하네요. 가깝다면 가까운거리지만, 상당한 거리가 있습니다. 진용진은 진짭니다. 댓글 처음 남겨보네요. 편집이 아니라 진짜 종일 홍보하고 다녔을게 보이네요. 응원합니다 진용진!","홍대로 출근하고 신촌에 삽니다. 경의선 숲길에서 처음 홍보하는 장면 나오는데 후에는 연대 앞에서 하네요. 가깝다면 가까운거리지만, 상당한 거리가 있습니다. 진용진은 진짭니다. 댓글 처음 남겨보네요. 편집이 아니라 진짜 종일 홍보하고 다녔을게 보이네요. 응원합니다 진용진!",김수현,2019-10-30T16:23:21Z,0,https://yt3.ggpht.com/ytc/AKedOLRc5rGO1nEjZtB_QvoqeUVuEd0OJxr9YyEHqWgr2Vnigw=s48-c-k-c0x00ffffff-no-rj,good_feedback
409,저작권때문에라뇨... ㅠㅠㅠㅠㅠ아쉽네여,저작권때문에라뇨... ㅠㅠㅠㅠㅠ아쉽네여,가까운 회계사 AN비서,2019-10-30T16:17:54Z,0,https://yt3.ggpht.com/ytc/AKedOLS_sSfApH1i8fAzkeG5VKenA_7eOZFnIc_ox0Fg-A=s48-c-k-c0x00ffffff-no-rj,good_feedback
410,밴드...좋아요...,밴드...좋아요...,[Chappiness]채피니스의 세상,2019-10-30T16:15:45Z,0,https://yt3.ggpht.com/x9oYivioND-GB3w7rzgD7uQpVi7gtYX08Wh1b1own0UR8owVFX9hekrG-BAriBI-WtwR5xf8gl8=s48-c-k-c0x00ffffff-no-rj,good_feedback
411,왜 점점 잘생겨지냐진짜;,왜 점점 잘생겨지냐진짜;,Jennifer Hwang,2019-10-30T16:14:37Z,0,https://yt3.ggpht.com/ytc/AKedOLSiZzI6w2nYrcoaOUAqVac4ajh4B_qP_9GlPFuvnHo=s48-c-k-c0x00ffffff-no-rj,good_feedback
412,왜이리 귀엽냐..,왜이리 귀엽냐..,안도,2019-10-30T16:13:37Z,0,https://yt3.ggpht.com/ytc/AKedOLS2B49w64-iSU6CuhIbrgevjtrYkgti2FKTfHsL=s48-c-k-c0x00ffffff-no-rj,good_feedback
413,저 전단지 갖고싶당..ㅋㅋ 용진넴 너무 기여워요ㅠㅠ 진짜 세상 귀여움이 아니다 너무 귀엽다 귀엽다고오ㅠㅠㅜㅜㅜ클래식으로 넣은것도 개귀엽다ㅜㅜㅠㅠ용진님 항상 행복하세요,저 전단지 갖고싶당..ㅋㅋ 용진넴 너무 기여워요ㅠㅠ 진짜 세상 귀여움이 아니다 너무 귀엽다 귀엽다고오ㅠㅠㅜㅜㅜ클래식으로 넣은것도 개귀엽다ㅜㅜㅠㅠ용진님 항상 행복하세요,야옹,2019-10-30T16:12:35Z,1,https://yt3.ggpht.com/ytc/AKedOLTRWDnhPq10RO93IRZPoBE3KHf28w1R-_f5AJMg=s48-c-k-c0x00ffffff-no-rj,good_feedback
414,조아여,조아여,monaco9593,2019-10-30T16:11:20Z,0,https://yt3.ggpht.com/ytc/AKedOLSVY3nPhcqIk5EcQ04ddIGDkwuOrnLpJdtHd3TQmg=s48-c-k-c0x00ffffff-no-rj,good_feedback
415,뭔가 다큐 같다 힐링돼요,뭔가 다큐 같다 힐링돼요,Delli,2019-10-30T16:02:38Z,0,https://yt3.ggpht.com/ytc/AKedOLRkdB1VPmuslOZ-bs9bUfnLKzfnf1doPO0-BaWn=s48-c-k-c0x00ffffff-no-rj,good_feedback
416,저작권 ㅜㅜ,저작권 ㅜㅜ,NC직관러,2019-10-30T15:57:54Z,0,https://yt3.ggpht.com/p1SIAhT4JXrlZHHv442OSNb0hD1ZvHQnYIta76WTzPkXtjT8TaOJFBP0ypIx15oZFY21-bEI2iU=s48-c-k-c0x00ffffff-no-rj,good_feedback
417,배달시켰는데 안에 돈이들어있으면 사람들은 항의를할까요????,배달시켰는데 안에 돈이들어있으면 사람들은 항의를할까요????,솔까,2019-10-30T15:57:51Z,0,https://yt3.ggpht.com/ytc/AKedOLR2VC8sOa3F1KhSlkSymgJ9Y-lb7uWY_G4ooD4=s48-c-k-c0x00ffffff-no-rj,contents
418,레드소네트 화이팅 진용진 화이팅,레드소네트 화이팅 진용진 화이팅,서윤,2019-10-30T15:56:59Z,1,https://yt3.ggpht.com/ytc/AKedOLQzXQyLfJF7eO5hNl9VVK3tYHOIwzLl-xNzjG0QtA=s48-c-k-c0x00ffffff-no-rj,good_feedback
419,용진님 정말 호감 승승장구 하는 모습 넘 좋네요^^늘 건승 하시길,용진님 정말 호감 승승장구 하는 모습 넘 좋네요^^늘 건승 하시길,즐라탄이브라히모비치,2019-10-30T15:54:36Z,0,https://yt3.ggpht.com/ytc/AKedOLRVzZZUBX6-u00Md-qxaqLn0xKTZ_-QPByB7w=s48-c-k-c0x00ffffff-no-rj,good_feedback
420,골드버튼 받으셨나여,골드버튼 받으셨나여,사공석,2019-10-30T15:53:44Z,0,https://yt3.ggpht.com/ytc/AKedOLRa22MUmmtgNEh9yjuVkhHMIe1fhY5WAzSncGBeIQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
421,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=2m54s"">2:54</a><br>렘을본것은 나만인가...","2:54
렘을본것은 나만인가...",다움,2019-10-30T15:50:13Z,1,https://yt3.ggpht.com/ytc/AKedOLQu0E4K4sbRV7bHsA2I3FpnIhNbLGxQF3ZFbA=s48-c-k-c0x00ffffff-no-rj,good_feedback
422,이런 돠드림도 진짜 좋은거 같다,이런 돠드림도 진짜 좋은거 같다,콩진호,2019-10-30T15:49:46Z,0,https://yt3.ggpht.com/ytc/AKedOLRC8XLMX9DT5Z31CbtGGOyebDCnx0tOKrip-V3J=s48-c-k-c0x00ffffff-no-rj,good_feedback
423,레드소네트 에서 기타를 맡고 있는 파리스입니다! 평소에 자주 즐겨보던 채널이었는데 이렇게 연이 될줄은 몰랐네요 ㅎㅎ<br>촬영 즐겁게 했던것 같습니다. 100만 구독자 돌파 진심으로 축하드려요! <br>( 할로윈 파티 공연이라 모처럼 저런 분장을 해본건데 혹시 불편하신 분들 계셨다면 사과드립니다 ㅠ),"레드소네트 에서 기타를 맡고 있는 파리스입니다! 평소에 자주 즐겨보던 채널이었는데 이렇게 연이 될줄은 몰랐네요 ㅎㅎ
촬영 즐겁게 했던것 같습니다. 100만 구독자 돌파 진심으로 축하드려요! 
( 할로윈 파티 공연이라 모처럼 저런 분장을 해본건데 혹시 불편하신 분들 계셨다면 사과드립니다 ㅠ)",Faris Kim,2019-10-30T15:48:45Z,106,https://yt3.ggpht.com/ytc/AKedOLT41qdSjuPsjZn-PWH5ymYOgaWDdBISNa-KfjD3=s48-c-k-c0x00ffffff-no-rj,good_feedback
424,뭐야 레드소네트????,뭐야 레드소네트????,김경태,2019-10-30T15:46:49Z,0,https://yt3.ggpht.com/ytc/AKedOLQUWWBWnQJO1hyCmEbjMHVbM81_EEJpNJYFUFgo=s48-c-k-c0x00ffffff-no-rj,good_feedback
425,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=2m53s"">2:53</a> 뒤에 렘 코스 뭐냐",2:53 뒤에 렘 코스 뭐냐,Pencil,2019-10-30T15:46:48Z,2,https://yt3.ggpht.com/ytc/AKedOLQxgNljumAQhpcSl6HhzchD3N0HRk0mU_VAnbIvCg=s48-c-k-c0x00ffffff-no-rj,good_feedback
426,진짜 완전 귀여우시다 ㅠㅠ,진짜 완전 귀여우시다 ㅠㅠ,민수윤,2019-10-30T15:45:20Z,0,https://yt3.ggpht.com/ytc/AKedOLTsoWj9Wh1VbNawiJ2I4BwdvhOaM_zGjdzFAA=s48-c-k-c0x00ffffff-no-rj,good_feedback
427,백만 축하드림<br>배우 조진웅님 죄송합니다..,"백만 축하드림
배우 조진웅님 죄송합니다..",Drummer JIN,2019-10-30T15:43:54Z,17,https://yt3.ggpht.com/ytc/AKedOLTZZBqfHq_N6Awt0tRXjtw0BgfqootoF53XproeiQ=s48-c-k-c0x00ffffff-no-rj,contents
428,여자이쁘다,여자이쁘다,조미노미노,2019-10-30T15:40:53Z,0,https://yt3.ggpht.com/ytc/AKedOLT5gEUjGV9ALB_LdIatCszR0BVaIEFzlnCEvg=s48-c-k-c0x00ffffff-no-rj,good_feedback
429,블랙 매탈 느낌이 살짝 나네요.... 래드 소네트 화이팅!❤️❤️❤️🖤🖤,블랙 매탈 느낌이 살짝 나네요.... 래드 소네트 화이팅!❤️❤️❤️🖤🖤,true hope,2019-10-30T15:39:23Z,0,https://yt3.ggpht.com/ytc/AKedOLRVm4l2TJg6XB-iUef9lFUwEILUaYA8kDLOsn1GXA=s48-c-k-c0x00ffffff-no-rj,good_feedback
430,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=2m43s"">2:43</a> 배경음악 어디서 들어본 거 같은데 제목 아시는 분",2:43 배경음악 어디서 들어본 거 같은데 제목 아시는 분,개소리요약충,2019-10-30T15:38:14Z,0,https://yt3.ggpht.com/ytc/AKedOLRKJLUj3-ZG47CpQZqPt0NEpQD_r9lagMAJWrhwXQ=s48-c-k-c0x00ffffff-no-rj,contents
431,그넘의 저작권+저작인격권...<br>정말 답답하네요<br><br>옛날처럼 출처정도 밝히고 컨텐츠에 자잘하게 쓰게 하면 서로 윈윈일텐데<br>요즘 저작권은 정말 이해가 안감 <br>최근에는 유튜브 영상뿐만 아니라 스포츠 응원가도 마찬가지로 편곡도 원작자 허락 없으면 쓸수 없게 만들어져서 누구를 위한 저작권인건지를 모르겠음<br><br>물론 원작자의 저작물 역시 중요한건 알지만 시대가 지난 만큼 시청자와 컨텐츠를 만드는 개발자와 함께 공유해 나가야지 구시대적인 사고로 규제가 지속되면 결국 모두에게 좋지 않을꺼라 생각이 듭니다,"그넘의 저작권+저작인격권...
정말 답답하네요

옛날처럼 출처정도 밝히고 컨텐츠에 자잘하게 쓰게 하면 서로 윈윈일텐데
요즘 저작권은 정말 이해가 안감 
최근에는 유튜브 영상뿐만 아니라 스포츠 응원가도 마찬가지로 편곡도 원작자 허락 없으면 쓸수 없게 만들어져서 누구를 위한 저작권인건지를 모르겠음

물론 원작자의 저작물 역시 중요한건 알지만 시대가 지난 만큼 시청자와 컨텐츠를 만드는 개발자와 함께 공유해 나가야지 구시대적인 사고로 규제가 지속되면 결국 모두에게 좋지 않을꺼라 생각이 듭니다",박민수,2019-10-30T15:36:16Z,2,https://yt3.ggpht.com/MmZB2wIpDDgzppMvZ7rw0gELuSRbLp9vuDzxuu3f-hRmQqxKtiXKlE93miKt3Bahqk3wZ50t=s48-c-k-c0x00ffffff-no-rj,good_feedback
432,전단지 나눠줄때 스피릿 하는거뭐옄ㅋㅋㅋ귀여우심,전단지 나눠줄때 스피릿 하는거뭐옄ㅋㅋㅋ귀여우심,죠죠누나,2019-10-30T15:36:11Z,0,https://yt3.ggpht.com/XZjesExi3i4ic4qZkfd-LF_BWk82qVNV9Mq_pZfPiFJ5HOSUgiT_YokELMVD7sDmV70A4Dy_8Q=s48-c-k-c0x00ffffff-no-rj,good_feedback
433,표정만 보면 블랙메탈이라도 부르신거 같네ㅋㅋㅋㅋㅋ,표정만 보면 블랙메탈이라도 부르신거 같네ㅋㅋㅋㅋㅋ,이카민,2019-10-30T15:36:04Z,2,https://yt3.ggpht.com/ytc/AKedOLTVJS_shL6FpGLTEhb0hsn0pFT-CDxnLkY_CGqT2g=s48-c-k-c0x00ffffff-no-rj,good_feedback
434,왜케 귀여움?<br>뭘해도 귀여운 용진씨❤,"왜케 귀여움?
뭘해도 귀여운 용진씨❤",쏘쏘,2019-10-30T15:35:37Z,0,https://yt3.ggpht.com/ytc/AKedOLS_2eWv1sVfPKVaqsGI0SLYBYfJcY8VNHwJNg=s48-c-k-c0x00ffffff-no-rj,good_feedback
435,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽네요..,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽네요..,윤사라,2019-10-30T15:34:15Z,0,https://yt3.ggpht.com/ytc/AKedOLThtgS5xnwAY7cnxoOOMD8dtrvoBfEB1hvo2g=s48-c-k-c0x00ffffff-no-rj,good_feedback
436,썸넬에 용진이형 볼때마다 동네 아재가 노는거 같에,썸넬에 용진이형 볼때마다 동네 아재가 노는거 같에,РеспубликаКорея,2019-10-30T15:31:04Z,0,https://yt3.ggpht.com/5i0WnSEMM9Pn5D_WjEzImgdX8T25qWidUE6m0IpVX4aHGsNnLIMOdL_eCpYrURWdOx-Ov4_LIYI=s48-c-k-c0x00ffffff-no-rj,good_feedback
437,라디오스타는 용진님 섭외안하고 뭐하세요?ㅎㅎ홧팅,라디오스타는 용진님 섭외안하고 뭐하세요?ㅎㅎ홧팅,스리슬슬,2019-10-30T15:31:03Z,0,https://yt3.ggpht.com/ytc/AKedOLTt1javn2UyqmXlLBaFa7PghteneDqubMKonSuciFg=s48-c-k-c0x00ffffff-no-rj,good_feedback
438,형 1000만까지 가자 정말류,형 1000만까지 가자 정말류,숭어맛참치,2019-10-30T15:29:24Z,0,https://yt3.ggpht.com/_KnYn37GZojFCgiuYXhQ8UWEjMhnJdvWn99vNcDszXXZrwIb8JSZ7v4R0mLCQxRDxgZwdxjj=s48-c-k-c0x00ffffff-no-rj,good_feedback
439,뭐야 리제로가 있네,뭐야 리제로가 있네,펩사코,2019-10-30T15:27:57Z,1,https://yt3.ggpht.com/ytc/AKedOLS2O9L3i4FZq6AuNFfvZ6IIWTBsU_PGw0TAn2Z3=s48-c-k-c0x00ffffff-no-rj,good_feedback
440,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=2m54s"">2:54</a> 레무링?",2:54 레무링?,메접함,2019-10-30T15:27:37Z,1,https://yt3.ggpht.com/ytc/AKedOLT1SwDobZswsnioGhwhSMWSNw2DtsYrIK2PnbNWIQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
441,돠드림 오랜만이다ㅠㅠ 그것을 알려드림도 좋은대 기존컨텐츠 돠드림 너무반갑다요,돠드림 오랜만이다ㅠㅠ 그것을 알려드림도 좋은대 기존컨텐츠 돠드림 너무반갑다요,박건규,2019-10-30T15:25:45Z,1,https://yt3.ggpht.com/ytc/AKedOLT1mK0RLl0bMKYttDxs4l055a-Ui9F9rU_DpEVCWw=s48-c-k-c0x00ffffff-no-rj,good_feedback
442,구독자 1일차 입니당.!!♥,구독자 1일차 입니당.!!♥,이현모,2019-10-30T15:25:26Z,1,https://yt3.ggpht.com/ytc/AKedOLSRBNo1X26LW1NiNh67R6QSE8r95OB5norhtdigocOIlg=s48-c-k-c0x00ffffff-no-rj,good_feedback
443,애니 나나가 생각난다,애니 나나가 생각난다,김퍼플,2019-10-30T15:25:03Z,0,https://yt3.ggpht.com/ytc/AKedOLRyhml6GHV1oZ1S36WmawgrWu9wEgzbgX1HVMdM=s48-c-k-c0x00ffffff-no-rj,good_feedback
444,지옥에서 올라온 레무링 ㅋㅋ,지옥에서 올라온 레무링 ㅋㅋ,Whistler J,2019-10-30T15:23:05Z,8,https://yt3.ggpht.com/ytc/AKedOLQtyAFFNTJiCIPaJwGJT_lfEwWAX3QuPreICw=s48-c-k-c0x00ffffff-no-rj,good_feedback
445,ㅋㅋㅋㅋ 너무웃긴건왜죠 ㅋㅋ 돠드림 신청하고싶네영  오늘도 햇빛웃음 감사합니다♥ 밴드분들도 화이팅!!!!!!,ㅋㅋㅋㅋ 너무웃긴건왜죠 ㅋㅋ 돠드림 신청하고싶네영  오늘도 햇빛웃음 감사합니다♥ 밴드분들도 화이팅!!!!!!,나MUSIC,2019-10-30T15:21:48Z,0,https://yt3.ggpht.com/ytc/AKedOLTB717oFoGZbzIxlMdqcTW7ZTbFBfZkwi2W1NITRw=s48-c-k-c0x00ffffff-no-rj,good_feedback
446,음악이되게 드래곤포스 같은 스피드/파워 메탈 영향을 많이 받았군,음악이되게 드래곤포스 같은 스피드/파워 메탈 영향을 많이 받았군,전예성,2019-10-30T15:21:23Z,1,https://yt3.ggpht.com/paa1MuqtSqVKM9yFRitOBQPqHpdkfautwKCTMrsZwCB2Rk7DeNNms5VORJNGKYmhNMk73q5FFg=s48-c-k-c0x00ffffff-no-rj,good_feedback
447,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=1m58s"">1:58</a> 스피릿☆",1:58 스피릿☆,DJ KTX,2019-10-30T15:20:05Z,1,https://yt3.ggpht.com/ytc/AKedOLQ_NDPa0TGs4kalUjf2K7GnYpalg3wkZtO4MFEdNA=s48-c-k-c0x00ffffff-no-rj,good_feedback
448,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=4m44s"">4:44</a> 부분에 저 이상한 가면쓴게 바로접니다ㅠㅠ 감동...ㅠㅠ<br>진용진님 유튜브 항상 응원하고 저희 어머니께도 소개해드려서 함께 재밋게 보고있어요ㅋㅋ<br>공연하신 모든밴드 - 에코머신, 밴드티치, 로팅프로젝트, 레드소네트, 미디안, 지옥 모두모두 잘되길 바라고 진짜 인생 최고의 얼리할로윈이었습니다ㅠㅠ<br>진용진 포에버!! lml~","4:44 부분에 저 이상한 가면쓴게 바로접니다ㅠㅠ 감동...ㅠㅠ
진용진님 유튜브 항상 응원하고 저희 어머니께도 소개해드려서 함께 재밋게 보고있어요ㅋㅋ
공연하신 모든밴드 - 에코머신, 밴드티치, 로팅프로젝트, 레드소네트, 미디안, 지옥 모두모두 잘되길 바라고 진짜 인생 최고의 얼리할로윈이었습니다ㅠㅠ
진용진 포에버!! lml~",Lamuel,2019-10-30T15:16:08Z,82,https://yt3.ggpht.com/ytc/AKedOLTbfy1xmV60JgfA-DhIM-6t8RP8lj8E3fJaF-oZ=s48-c-k-c0x00ffffff-no-rj,good_feedback
449,안녕하세요 밴드 레드소네트입니다!<br>진용진님과 같이 불렀던 노래는<br>2ne1 - ComeBackHome입니다!<br>같이 공연한 영상은 찾아도없네요ㅠㅠ<br>유튜브에 레드소네트 컴백홈을 치시거나<br>레드소네트치면 저희 영상 많으니까요!<br>진용진님과 저희<br>구독과 좋아요 부탁드리겠습니다~!,"안녕하세요 밴드 레드소네트입니다!
진용진님과 같이 불렀던 노래는
2ne1 - ComeBackHome입니다!
같이 공연한 영상은 찾아도없네요ㅠㅠ
유튜브에 레드소네트 컴백홈을 치시거나
레드소네트치면 저희 영상 많으니까요!
진용진님과 저희
구독과 좋아요 부탁드리겠습니다~!",Red Sonnet,2019-10-30T15:14:42Z,517,https://yt3.ggpht.com/ytc/AKedOLR0_p36YkHbugjqVJ8OUC5uVpCZ2UBQx7E9b5CINw=s48-c-k-c0x00ffffff-no-rj,good_feedback
450,돠드림 브금이 없어서 허전하네요 ㅠㅠ,돠드림 브금이 없어서 허전하네요 ㅠㅠ,a b,2019-10-30T15:14:33Z,0,https://yt3.ggpht.com/ytc/AKedOLSfzv7pNSCG9RDG9FhO-JPJPj-8UIv2KwSyc1Zheg=s48-c-k-c0x00ffffff-no-rj,good_feedback
451,클래식 넣은거 겁나 웃기네ㅋㅋㅋ,클래식 넣은거 겁나 웃기네ㅋㅋㅋ,루리너미,2019-10-30T15:14:03Z,0,https://yt3.ggpht.com/ytc/AKedOLTct9B4Rag-kVc-xdSHrVX0I3bhFgvKb9_9xDs2jQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
452,락보단  힙합,락보단  힙합,멍독자,2019-10-30T15:12:22Z,0,https://yt3.ggpht.com/ytc/AKedOLRrokjc6DjDwtMwzhYc9Q5fCkNBlYgk9pYfb5tUxQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
453,Great to see a band playing heavy music in Korea! You did it Yong Jin,Great to see a band playing heavy music in Korea! You did it Yong Jin,Namoo Nara,2019-10-30T15:09:05Z,1,https://yt3.ggpht.com/ytc/AKedOLTtx_o0UOs38Tj4PMGmkaPnNBJTgePX7mvAHrhjKw=s48-c-k-c0x00ffffff-no-rj,good_feedback
454,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=3m21s"">3:21</a> 병든닭",3:21 병든닭,이터,2019-10-30T15:06:58Z,0,https://yt3.ggpht.com/ytc/AKedOLRdhazgNXsqz44ZaDOiADOYAgR7o8ItP_8RcGvJxg=s48-c-k-c0x00ffffff-no-rj,good_feedback
455,배달원인척하고 배달음식을 먹으면 사람들의 반응은 어떨까 ? 해주세요,배달원인척하고 배달음식을 먹으면 사람들의 반응은 어떨까 ? 해주세요,태환,2019-10-30T15:06:44Z,0,https://yt3.ggpht.com/ytc/AKedOLT59rLW2faDP-MoDATixLDPTnHkF_lVDHt8PlSq=s48-c-k-c0x00ffffff-no-rj,contents
456,용진맨 눈 돌아가는거 웃기넼ㅋㅋㅋㅋㅋㅋ,용진맨 눈 돌아가는거 웃기넼ㅋㅋㅋㅋㅋㅋ,새벽의코코아,2019-10-30T15:05:42Z,3,https://yt3.ggpht.com/ytc/AKedOLSUVNoQWtRVjf1NHVE2nqKwl_zCNKnwMwfV9f8brg=s48-c-k-c0x00ffffff-no-rj,good_feedback
457,진용진씨 꿈중에 뮤지션도 있잖아요 점점 영역을 넓혀가고 계시니까 이제 더한발나와주세요,진용진씨 꿈중에 뮤지션도 있잖아요 점점 영역을 넓혀가고 계시니까 이제 더한발나와주세요,수평아리녹색의노랑,2019-10-30T15:04:25Z,0,https://yt3.ggpht.com/ytc/AKedOLSfl6vjOZkXuc8Y-Dx9CkrFFMyVJ_hWIrJYIg=s48-c-k-c0x00ffffff-no-rj,contents
