,authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
133,애완상어,https://yt3.ggpht.com/ytc/AKedOLSKQyr2OQLS20Ltyx0oQnsaWwTdg_33KaNl610Ciw=s48-c-k-c0x00ffffff-no-rj,나 지금 이거 1시간째 듣고 있는거 같음,나 지금 이거 1시간째 듣고 있는거 같음,0,20211104,good_feedback
134,한요화,https://yt3.ggpht.com/KAh2scHQiNh298qb5VoAwx_X51wznXgDTFbrG5Xh7FbEdhI_SDVmC2frQRecZqEq73rbbCzR=s48-c-k-c0x00ffffff-no-rj,꽁기깅낑낑꽁깡깡꽁기깅낑끼잉깡,꽁기깅낑낑꽁깡깡꽁기깅낑끼잉깡,0,20211104,bad_feedback
135,센글TV,https://yt3.ggpht.com/MzdLiIms8e0rmnLJSaOpXZ1F_HF35HBTxp6ITv6kW4taXyGwMWL0NyBy5_N-YianQt1P18mKPQ=s48-c-k-c0x00ffffff-no-rj,(???),(???),0,20211104,bad_feedback
136,용항 YouTube,https://yt3.ggpht.com/oahXmmQdzP_BaqBlhGOJcnXwokdWnJjma25ZlRXwg279e62MObeBUqwgtjrANhcGU-429LXbYg=s48-c-k-c0x00ffffff-no-rj,꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡,꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡꽁끼깅낑낑꽁깡깡꽁끼깅끼낑깡,0,20211104,bad_feedback
137,쿠쿸ᄏ쿸쿸쿸ᄏᄏ,https://yt3.ggpht.com/ytc/AKedOLQYSnQXmJ9RL8yDWwdBZ2e7iXQ00Kf_Tq_Ukw=s48-c-k-c0x00ffffff-no-rj,다른사람들 쓴거 약간틀림 원래는 꽁기깅강낑꽁깡깡꽁기기깅강꽁깡뿌와앙,다른사람들 쓴거 약간틀림 원래는 꽁기깅강낑꽁깡깡꽁기기깅강꽁깡뿌와앙,1,20211103,good_feedback
138,MEGATONMAN,https://yt3.ggpht.com/FHpIsxkN6yAKJMXZaFqcL9G34WuyEECfHJW0W6EYhblzIbcQNTbPP57iVnGd-35ja-ez55XhZQ=s48-c-k-c0x00ffffff-no-rj,정말 21세기 최고의 음악이자 지친일상에 활력을 불어넣어주는 따뜻한 음악이였습니다...,정말 21세기 최고의 음악이자 지친일상에 활력을 불어넣어주는 따뜻한 음악이였습니다...,57,20211103,good_feedback
139,이문호,https://yt3.ggpht.com/DZ6UUkSc7UIrYRBaNvZcqfx-Hwi-S_Cv8vcwQCT_j-F2MI5GsnnxK5WEAEpnbuRlSb55SySJiic=s48-c-k-c0x00ffffff-no-rj,고기깅깅깅깡꽁강고기기기깅강뽱,고기깅깅깅깡꽁강고기기기깅강뽱,0,20211102,bad_feedback
140,꿈의 뿐뿐,https://yt3.ggpht.com/_4Zl5J9_KkA7ihJrLHuuTg4M9ABA-1QgUCNp2xQVqqFAy3EPZDtMz00KBiH6eaB4z7S8ZXSUqg=s48-c-k-c0x00ffffff-no-rj,꽁기깅깅깅공강강꽁깅깅꽁기,꽁기깅깅깅공강강꽁깅깅꽁기,0,20211102,bad_feedback
141,MJ,https://yt3.ggpht.com/TrmIp8RtZHglwyW8miEZzxWaS_z9tGm4QTEF2uKjq7Zd_B_bhntREWidhxIrPZcrwApE4S6P=s48-c-k-c0x00ffffff-no-rj,왠지는 모르겠지만 &quot; kxkfrj &quot;라고 검색했더니 나오는 영상,"왠지는 모르겠지만 "" kxkfrj ""라고 검색했더니 나오는 영상",0,20211102,good_feedback
142,제육볶는김찬호,https://yt3.ggpht.com/omIiTTWgIWvMgNBlLGt7nb49C_-Ll7YoLNKOuDFAsh-xRyIYMCRQ28KzLAX6hPwrfUkSICAy=s48-c-k-c0x00ffffff-no-rj,1990: 미래에는 자동차가 날아다니겠지..?<br>2021: 거 자동차가 못날 수도 있꽁기깅강낑공강공꽁기끼깡공강뿌와왕,"1990: 미래에는 자동차가 날아다니겠지..?
2021: 거 자동차가 못날 수도 있꽁기깅강낑공강공꽁기끼깡공강뿌와왕",1,20211102,bad_feedback
143,List_리스트,https://yt3.ggpht.com/qFCywh5wkxPXwBVufm-t0qLMWtbPqhHeRkoWbixdn1kBU9qXcTUkrYxnB9gdbc2fR1lxAKs6cpg=s48-c-k-c0x00ffffff-no-rj,&quot;꽁기깅의 시작&quot;,"""꽁기깅의 시작""",0,20211101,bad_feedback
144,매점 MaeDot 🏪,https://yt3.ggpht.com/OevU686GaEgvsfXk4F9kdSAOR76CoPdS0BehoKFHuyOFWH4hlaC5IzxQaUTbu7-GAQg4LtQQzg=s48-c-k-c0x00ffffff-no-rj,결국 한국밈 피하기에 나와버렸다.,결국 한국밈 피하기에 나와버렸다.,0,20211101,bad_feedback
